Course Code
""
Select one of the following:
PHY 021& PHY 022 (Introductory Physics II and Lab)
ME 010 (Graphics for Engineering Design)
MAT 218
ME 354
ME 322
MECH 003
ME 304
ME 245 (Engineering Vibrations)
MECH 408
PHY 031
undefined
CHE 386
CHE 373
ME 255
MECH 102 (Dynamics)
ME 385
MAT 033 (Engineering Materials and Processes)
or ME 453
ME 215
ME 362
HSS Electives
MATH 231 (Probability & Statistics)
ME 402
MECH 003 (Fundamentals of Engineering Mechanics)
ME 021 (Mechanical Engineering Laboratory I)
ME 343
ME 452
ME 321
MATH 023 (Calculus III)
MATH 208 (Complex Variables)
MECH 326
ME 413
MECH 312
ECE 162 (Electrical Laboratory)
ME 333
MATH 309
MECH 012 (Strength of Materials)
ME 430
MATH 205 (Linear Methods)
CHE/ME 376
ME 104 (Thermodynamics I)
Electives
ME 453
ME 440
ME 240 (Manufacturing)
HSS & Free Electives3
WRT 002
ME 212
MECH 305
ENGR 010& CHM 0301
PHY 363
ME 252 (Mechanical Elements)
HSS and Free Electives3
ME 215 (Engineering Reliability)
WRT 001
ME 010
ME 242 (Mechanical Engineering Systems)
ME 207
ECE 083 (Introduction to Electrical Engineering)
ME 309
ME 366
ME 017 (Numerical Methods in ME)
HSS Elective
MECH 425
MATH 021 (Calculus I)
MECH 328
Elective
MECH 307
ME 356
ME 364
ME 111 (Professional Development   [fall only])
ME 360
MATH 322
ECO 1 or HSS elective2
ME 355
MECH 313
MECH 012
MECH 102
ME 240
ME 231 (Fluid Mechanics)
MATH 323
ME 423
ENGR 005 (Introduction to Engineering Practice)
ME 111 (Professional Development   (fall only])
PHY 011& PHY 012 (Introductory Physics I and Lab)1
ME 121 (Mechanical Engineering Lab II)
MECH 302
ME 331
ME 252
MATH 230 (Numerical Methods)
Select one of the following
Engineering Required/Technical-Elective courses
ME 433
ME 211
ME 348
MATH 022 (Calculus II)
